subid,class_num,grade,group,year,time,task,score
S2-13-12,S2_13,Second Grade,Control,2016,Post,Spatial WM,0.4083333333333333
S2-13-15,S2_13,Second Grade,Control,2015,Pre,Spatial WM,0.4041666666666667
S2-13-15,S2_13,Second Grade,Control,2016,Post,Spatial WM,0.4809523809523809
S2-13-18,S2_13,Second Grade,Control,2015,Pre,Spatial WM,0.2791666666666667
S2-13-18,S2_13,Second Grade,Control,2016,Post,Spatial WM,0.6176470588235294
S2-13-19,S2_13,Second Grade,Control,2015,Pre,Spatial WM,0.4428571428571429
S2-13-19,S2_13,Second Grade,Control,2016,Post,Spatial WM,0.3347826086956522
S2-13-20,S2_13,Second Grade,Control,2015,Pre,Spatial WM,0.37916666666666665
S2-13-20,S2_13,Second Grade,Control,2016,Post,Spatial WM,0.4611111111111111
S2-13-21,S2_13,Second Grade,Control,2015,Pre,Spatial WM,0.475
S2-13-21,S2_13,Second Grade,Control,2016,Post,Spatial WM,0.4291666666666667
S2-15-01,S2_15,Second Grade,Control,2015,Pre,Spatial WM,0.2125
S2-16-01,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.45
S2-16-05,S2_16,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.32941176470588235
S2-16-05,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.4166666666666667
S2-16-07,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.17083333333333334
S2-16-08,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.49523809523809526
S2-16-09,S2_16,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.38333333333333336
S2-16-09,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.45
S2-16-11,S2_16,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.3875
S2-16-11,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.7529411764705882
S2-16-13,S2_16,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.3625
S2-16-14,S2_16,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.3
S2-16-14,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.32916666666666666
S2-16-15,S2_16,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.5818181818181818
S2-16-15,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.5782608695652174
S2-16-17,S2_16,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.15
S2-16-17,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.39166666666666666
S2-16-18,S2_16,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.16666666666666669
S2-16-18,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.30833333333333335
S2-16-19,S2_16,Second Grade,Mental Abacus,2015,Pre,Spatial WM,NA
S2-16-19,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.5782608695652174
S2-16-20,S2_16,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.31666666666666665
S2-16-20,S2_16,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.45
S2-17-02,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.275
S2-17-02,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.4583333333333333
S2-17-03,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.32916666666666666
S2-17-03,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.65
S2-17-04,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.29166666666666663
S2-17-04,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.29375
S2-17-05,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.6352941176470588
S2-17-05,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.42727272727272725
S2-17-06,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.40476190476190477
S2-17-06,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.46521739130434786
S2-17-07,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.25833333333333336
S2-17-07,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.5375
S2-17-08,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.4913043478260869
S2-17-08,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.5083333333333333
S2-17-09,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.4041666666666667
S2-17-09,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.4291666666666667
S2-17-10,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.19166666666666668
S2-17-10,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.4
S2-17-11,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.2791666666666667
S2-17-11,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.45
S2-17-12,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.33333333333333337
S2-17-12,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.5
S2-17-13,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.31052631578947365
S2-17-13,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.45999999999999996
S2-17-14,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.4
S2-17-14,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.24166666666666664
S2-17-15,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.5391304347826087
S2-17-15,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.4833333333333333
S2-17-16,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.325
S2-17-16,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.1875
S2-17-17,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.4208333333333333
S2-17-17,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.6055555555555555
S2-17-19,S2_17,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.2
S2-17-19,S2_17,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.33571428571428574
S2-18-01,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.30416666666666664
S2-18-01,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.5473684210526316
S2-18-02,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.7055555555555555
S2-18-02,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.6173913043478261
S2-18-06,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.20833333333333334
S2-18-06,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.21000000000000002
S2-18-07,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.23043478260869565
S2-18-07,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.16666666666666669
S2-18-09,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.20833333333333334
S2-18-09,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.28823529411764703
S2-18-10,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.15555555555555556
S2-18-10,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.24583333333333335
S2-18-11,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.3375
S2-18-11,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.38571428571428573
S2-18-12,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.30833333333333335
S2-18-12,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.725
S2-18-13,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.35416666666666663
S2-18-13,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.5583333333333333
S2-18-15,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.5857142857142856
S2-18-15,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.6833333333333333
S2-18-16,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.39166666666666666
S2-18-16,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.47619047619047616
S2-18-17,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.4045454545454546
S2-18-17,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.6478260869565218
S2-18-19,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.5136363636363637
S2-18-19,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.38823529411764707
S2-18-20,S2_18,Second Grade,Mental Abacus,2015,Pre,Spatial WM,0.4416666666666667
S2-18-20,S2_18,Second Grade,Mental Abacus,2016,Post,Spatial WM,0.4416666666666667
S2-19-01,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.40869565217391307
S2-19-01,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.37083333333333335
S2-19-03,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.4818181818181818
S2-19-03,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.4958333333333333
S2-19-04,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.24166666666666664
S2-19-04,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.4875
S2-19-05,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.5285714285714286
S2-19-05,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.28823529411764703
S2-19-06,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.2375
S2-19-06,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.5476190476190477
S2-19-07,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.5888888888888889
S2-19-07,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.29583333333333334
S2-19-08,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.5875
S2-19-08,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.4333333333333333
S2-19-09,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.25833333333333336
S2-19-09,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.475
S2-19-11,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.43684210526315786
S2-19-11,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.42000000000000004
S2-19-12,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.26875
S2-19-12,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.275
S2-19-13,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.4045454545454546
S2-19-13,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.4041666666666667
S2-19-14,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.135
S2-19-14,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.24583333333333335
S2-19-18,S2_19,Second Grade,Control,2015,Pre,Spatial WM,0.20833333333333334
S2-19-18,S2_19,Second Grade,Control,2016,Post,Spatial WM,0.35
